timestamp,household,device,attack_type,prediction,confidence,cpu_usage,ram_usage
02:57:49,Household_5,DoorLock_2,Ransomware,malware,0.93,,
02:57:50,Household_1,Camera_1,Ransomware,malware,0.91,,
02:57:51,Household_4,LightBulb_2,Ransomware,malware,0.87,,
02:57:52,Household_2,SmartTV,Normal,benign,0.93,,
02:57:53,Household_3,Router,Normal,benign,0.87,,
02:57:54,Household_4,LightBulb_2,Mirai,malware,0.85,,
02:57:55,Household_5,DoorLock_2,Scanning,malware,0.97,,
02:57:56,Household_3,WeatherSensor,Normal,benign,0.91,,
02:57:57,Household_5,DoorLock_2,Mirai,malware,0.92,,
02:57:58,Household_1,LightBulb,Normal,benign,0.93,,
02:57:59,Household_2,DoorLock,DoS,malware,0.9,,
02:58:00,Household_3,Router,Normal,benign,0.92,,
02:58:01,Household_1,LightBulb,Normal,benign,0.93,,
02:58:02,Household_3,Router,DoS,malware,0.92,,
02:58:03,Household_2,SmartTV,Scanning,malware,0.95,,
02:58:04,Household_5,Router_2,DoS,malware,0.91,,
02:58:05,Household_5,SmartTV_2,Mirai,malware,0.85,,
02:58:06,Household_3,Router,Normal,benign,0.99,,
02:58:07,Household_2,SmartTV,Scanning,malware,0.89,,
02:58:08,Household_4,Thermostat_2,DoS,malware,0.89,,
02:57:49,Monitor,RasPi,Normal,benign,0.88,23.8,31.5
02:57:49,Monitor,VM1,Normal,benign,0.87,43.2,44.8
02:57:49,Monitor,VM2,Normal,benign,0.98,46.8,51.1
02:57:49,Monitor,VM3,Normal,benign,0.97,17.6,38.6
02:57:49,Monitor,VM4,Normal,benign,0.93,30.0,49.6
